Volcano Number,Volcano Name,Country,Activity classification,Class,Sentinel-1 quality,Remote detections (Def/G/T),Detection Type,PEI,Primary volcano type,Activity evidence,Last known eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant rock type,Tectonic setting,Geological summary,,,,,,,,,,,,,,,,
221260,Butajiri-Silti Field,Ethiopia,Inactive,C,,,,,Fissure vent(s),Evidence credible,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,8.050,38.350," 	2,281 ",Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221270,Aluto,Ethiopia,Quiescent,B1,,"Def, T",ASTER,,Stratovolcano,Eruption dated,50 B.C.E.,Africa and Red Sea,Africa (northeastern) and Red Sea,7.770,38.780," 	2,335 ",Rhyolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221280,O'a Caldera,Ethiopia,Inactive,C,,,,,Caldera,Evidence credible,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,7.470,38.580," 	2,075 ",Rhyolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221290,Corbetti Caldera,Ethiopia,Quiescent,B1,,Def,,,Caldera,Evidence credible,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,7.193,38.390," 	2,320 ",Rhyolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221291,Bilate River Field,Ethiopia,Inactive,C,,,,,Maar(s),Unrest / Holocene,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,7.070,38.100," 	1,700 ",No data (checked),Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221292,Tepi,Ethiopia,Inactive,C,,,,,Shield,Unrest / Holocene,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,7.420,35.430," 	2,728 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221294,Northern Lake Abaya Volcanic Field,Ethiopia,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,6.760,37.970," 	1,594 ",,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
221311,East Chamo Basin,Ethiopia,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,5.708,37.713," 	1,150 ",Basalt/Picro-basalt,Rift zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
221320,Korath Range,Ethiopia,Inactive,C,,,,,Tuff cone(s),Evidence uncertain,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,5.100,35.880, 	912 ,Trachybasalt/Tephrite basanite,Rift zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
221330,Mega Volcanic Field,Ethiopia,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Africa and Red Sea,Africa (northeastern) and Red Sea,3.971,38.213," 	1,500 ",,Rift zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
222001,North Island,Kenya,Inactive,C,,,,,Tuff cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),4.059,36.049, 	490 ,Trachyandesite/Basaltic trachyandesite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222010,Central Island,Kenya,Inactive,C,,,,,Tuff cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),3.496,36.040, 	518 ,Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222020,South Island,Kenya,Inactive,C,,,,,Stratovolcano,Eruption observed,1888 C.E.,Africa and Red Sea,Africa (eastern),2.630,36.600, 	800 ,Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222021,Marsabit,Kenya,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Africa and Red Sea,Africa (eastern),2.320,37.970," 	1,707 ",Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222030,"Barrier, The",Kenya,Inactive,C,,,,,Shield,Eruption observed,1921 C.E.,Africa and Red Sea,Africa (eastern),2.320,36.570," 	1,032 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222040,Namarunu,Kenya,Inactive,C,,,,,Shield,Eruption dated,6550 B.C.E.,Africa and Red Sea,Africa (eastern),1.980,36.430, 	817 ,Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222050,Segererua Plateau,Kenya,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),1.570,37.900, 	699 ,Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222051,Emuruangogolak,Kenya,Inactive,C,,,,,Shield,Eruption dated,1910 C.E.,Africa and Red Sea,Africa (eastern),1.500,36.330," 	1,285 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222052,Silali,Kenya,Quiescent,B1,,Def,,,Shield,Eruption dated,5050 B.C.E.,Africa and Red Sea,Africa (eastern),1.150,36.230," 	1,528 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222053,Paka,Kenya,Quiescent,B1,,Def,,,Shield,Eruption dated,7550 B.C.E.,Africa and Red Sea,Africa (eastern),0.920,36.180," 	1,697 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222054,Korosi,Kenya,Inactive,C,,,,,Shield,Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),0.770,36.120," 	1,446 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222055,Ol Kokwe,Kenya,Inactive,C,,,,,Shield,Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),0.620,36.075," 	1,130 ",Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222056,Nyambeni Hills,Kenya,Inactive,C,,,,,Shield,Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),0.230,37.870, 	750 ,Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222060,Menengai,Kenya,Quiescent,B1,,Def,,,Shield,Eruption dated,6050 B.C.E.,Africa and Red Sea,Africa (eastern),-0.200,36.070," 	2,278 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222070,Homa Mountain,Kenya,Inactive,C,,,,,Complex,Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),-0.380,34.500," 	1,751 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222071,Elmenteita Badlands,Kenya,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),-0.520,36.270," 	2,126 ",Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222080,"Eburru, Ol Doinyo",Kenya,Inactive,C,,,,,Complex,Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),-0.650,36.220," 	2,856 ",Rhyolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222090,Olkaria,Kenya,Quiescent,B1,,Def,,,Pyroclastic cone(s),Eruption dated,1770 C.E.,Africa and Red Sea,Africa (eastern),-0.904,36.292," 	2,434 ",Rhyolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222100,Longonot,Kenya,Quiescent,B1,,Def,,,Stratovolcano,Eruption dated,1863 C.E.,Africa and Red Sea,Africa (eastern),-0.914,36.446," 	2,776 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222110,Suswa,Kenya,Quiescent,B1,,Def,,,Shield,Evidence credible,Unknown,Africa and Red Sea,Africa (eastern),-1.151,36.357," 	2,356 ",Phonolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222120,"Lengai, Ol Doinyo",Tanzania,Active,A1,,"Def, T",MODIS,2,Stratovolcano,Eruption observed,2021 C.E.,Africa and Red Sea,Africa (eastern),-2.764,35.914," 	2,962 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222130,Chyulu Hills,Kenya,Inactive,C,,,,,Volcanic field,Eruption dated,1855 C.E.,Africa and Red Sea,Africa (eastern),-2.680,37.880," 	2,188 ",Trachybasalt/Tephrite basanite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222150,Kilimanjaro,Tanzania,Quiescent Ground-based,B2,,,Ground-based 2013,,,,,,,,,,,,"Massive Kilimanjaro, Africa's highest mountain, consists of three large stratovolcanoes constructed along a NW–SE trend. The ice-capped summit towers 5,200 m above the surrounding plains. Activity at the older Shira cone, which forms the broad WNW shoulder, began during the Pliocene. The extensively dissected Pleistocene Mawenzi forms a prominent, sharp-topped peak on the upper ESE flank, dominated by a densely packed radial dike swarm. More than 250 satellitic cones occupy a rift zone to the NW and SE of Kibo, the central stratovolcano. A 2.4 x 3.6 km caldera gives the summit of Kibo an elongated, broad profile. Most of Kilimanjaro was constructed during the Pleistocene, but fumarolic activity is present within a group of youthful-looking nested summit craters. Widespread statements that the ""most recent activity was about 200 years ago,"" sometimes referencing the central ""ash pit"" formation, are of unknown origin with no supporting evidence in geological or anthropological literature. Nonnotte and others (2008) K-Ar dated caldera rim group lavas in the 170–274 ka range, and placed the most recent volcanism (formation of both the present summit crater, Inner Crater group lavas, and parasitic flank cones) around 150–200 ka.",,,,,,,,,,,,,,,,
222160,Meru,Tanzania,Inactive,C,,,,,Stratovolcano,Eruption observed,1910 C.E.,Africa and Red Sea,Africa (eastern),-3.250,36.750," 	4,565 ",Phonolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222161,Igwisi Hills,Tanzania,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,10450 B.C.E.,Africa and Red Sea,Africa (eastern),-4.889,31.933," 	1,146 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222164,Ngozi,Tanzania,Inactive,C,,,,,Caldera,Eruption dated,1450 C.E.,Africa and Red Sea,Africa (eastern),-8.989,33.554," 	2,614 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222166,Rungwe,Tanzania,Inactive,C,,,,,Stratovolcano,Eruption dated,1250 C.E.,Africa and Red Sea,Africa (eastern),-9.135,33.668," 	2,953 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222170,Kyejo,Tanzania,Inactive,C,,,,,Stratovolcano,Eruption observed,1800 C.E.,Africa and Red Sea,Africa (eastern),-9.229,33.792," 	2,176 ",Trachyte/Trachydacite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
222803,Bogoria,Kenya,Inactive,C,,,,,Shield,Unrest / Pleistocene,Unknown,Africa and Red Sea,Africa (eastern),0.250,36.080, 	-   ,,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223001,Fort Portal,Uganda,Inactive,C,,,,,Tuff cone(s),Eruption dated,2120 B.C.E.,Africa and Red Sea,Africa (central),0.700,30.250," 	1,615 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223002,Kyatwa,Uganda,Inactive,C,,,,,Tuff cone(s),Evidence uncertain,Unknown,Africa and Red Sea,Africa (central),0.450,30.250," 	1,430 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223003,Katwe-Kikorongo,Uganda,Inactive,C,,,,,Tuff cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (central),-0.080,29.920," 	1,067 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223004,Bunyaruguru,Uganda,Inactive,C,,,,,Maar(s),Evidence credible,Unknown,Africa and Red Sea,Africa (central),-0.200,30.080," 	1,554 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223005,Katunga,Uganda,Inactive,C,,,,,Tuff cone,Evidence credible,Unknown,Africa and Red Sea,Africa (central),-0.471,30.191," 	1,707 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223020,Nyamulagira,DR Congo,Active,A1,Sentinel not enough,"Def, G, T",MODIS,5,Shield,Eruption observed,2021 C.E.,Africa and Red Sea,Africa (central),-1.408,29.200," 	3,058 ",Trachybasalt/Tephrite basanite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223030,Nyiragongo,DR Congo,Active,A1,Sentinel not enough,"Def, G, T",MODIS,5,Stratovolcano,Eruption observed,2021 C.E.,Africa and Red Sea,Africa (central),-1.520,29.250," 	3,470 ",Foidite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223040,Karisimbi,DR Congo-Rwanda,Quiescent Ground-based,B2,,,Ground-based 2010,,Stratovolcano,Eruption dated,8050 B.C.E.,Africa and Red Sea,Africa (central),-1.506,29.450," 	4,490 ",Trachybasalt/Tephrite basanite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223050,Visoke,DR Congo-Rwanda,Inactive,C,,,,,Stratovolcano,Eruption observed,1957 C.E.,Africa and Red Sea,Africa (central),-1.458,29.485," 	3,696 ",Trachyandesite/Basaltic trachyandesite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223060,Muhavura,Uganda-Rwanda,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Africa and Red Sea,Africa (central),-1.383,29.678," 	4,103 ",Trachybasalt/Tephrite basanite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
223070,Bufumbira,Uganda,Inactive,C,,,,,Pyroclastic cone(s),Evidence uncertain,Unknown,Africa and Red Sea,Africa (central),-1.304,29.683," 	2,100 ",Phono-tephrite/tephri-phonolite,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
224002,San Carlos,Equatorial Guinea,Inactive,C,,,,,Shield,Evidence credible,Unknown,Africa and Red Sea,Africa (western),3.350,8.520," 	2,260 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
224003,San Joaquin,Equatorial Guinea,Inactive,C,,,,,Shield,Evidence credible,Unknown,Africa and Red Sea,Africa (western),3.350,8.630," 	2,009 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
224004,Santa Isabel,Equatorial Guinea,Inactive,C,,,,,Shield,Eruption observed,1923 C.E.,Africa and Red Sea,Africa (western),3.588,8.762," 	2,999 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
224010,Cameroon,Cameroon,Active,A1,Sentinel not enough,"G, T",MODIS,5,Stratovolcano,Eruption observed,2000 C.E.,Africa and Red Sea,Africa (western),4.203,9.170," 	4,095 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
224011,Tombel Graben,Cameroon,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (western),4.758,9.717, 	500 ,Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
224030,Oku Volcanic Field,Cameroon,Quiescent Ground-based,B2,,,Ground-based 1998,,Stratovolcano,Evidence uncertain,Unknown,Africa and Red Sea,Africa (western),6.250,10.500," 	3,011 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225001,Todra Volcanic Field,Niger,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (northern),17.680,8.500," 	1,780 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225004,Tahalra Volcanic Field,Algeria,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (northern),22.670,5.000," 	1,467 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225005,Atakor Volcanic Field,Algeria,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (northern),23.330,5.830," 	2,918 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225006,Manzaz Volcanic Field,Algeria,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Africa and Red Sea,Africa (northern),23.920,5.830," 	1,672 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225009,"Toh, Tarso",Chad,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Africa and Red Sea,Africa (northern),21.330,16.330," 	2,000 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225010,"Tousside, Tarso",Chad,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Africa and Red Sea,Africa (northern),21.030,16.450," 	3,265 ",Trachyte/Trachydacite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225020,"Voon, Tarso",Chad,Inactive,C,,,,,Stratovolcano,Unrest / Holocene,Unknown,Africa and Red Sea,Africa (northern),20.920,17.280," 	3,100 ",Trachyte/Trachydacite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225021,"Koussi, Emi",Chad,Inactive,C,,,,,Pyroclastic shield,Evidence credible,Unknown,Africa and Red Sea,Africa (northern),19.800,18.530," 	3,415 ",Trachyte/Trachydacite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225030,"Marra, Jebel",Sudan,Inactive,C,,,,,Volcanic field,Eruption dated,2000 B.C.E.,Africa and Red Sea,Africa (northern),12.950,24.270," 	3,042 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225040,Kutum Volcanic Field,Sudan,Inactive,C,,,,,Pyroclastic cone(s),Evidence uncertain,Unknown,Africa and Red Sea,Africa (northern),14.570,25.850," 	1,779 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225050,Meidob Volcanic Field,Sudan,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,2950 B.C.E.,Africa and Red Sea,Africa (northern),15.320,26.470," 	2,000 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
225060,Bayuda Volcanic Field,Sudan,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,850 C.E.,Africa and Red Sea,Africa (northern),18.330,32.750, 	670 ,Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
230010,Sharat Kovakab,Syria,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (western),36.536,40.858, 	516 ,Basalt/Picro-basalt,Rift zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231001,Harrat Ash Shaam,Syria-Jordan-Saudi Arabia,Inactive,C,,,,,Volcanic field,Eruption observed,1850 C.E.,Middle East and Indian Ocean,Middle East (western),32.333,37.583," 	1,100 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231040,"Lunayyir, Harrat",Saudi Arabia,Quiescent,B1,,Def,,,Volcanic field,Eruption observed,1000 C.E.,Middle East and Indian Ocean,Middle East (southern),25.170,37.750," 	1,370 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231050,"Ithnayn, Harrat",Saudi Arabia,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (southern),26.580,40.200," 	1,625 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231060,"Khaybar, Harrat",Saudi Arabia,Inactive,C,,,,,Volcanic field,Eruption observed,650 C.E.,Middle East and Indian Ocean,Middle East (southern),25.500,40.000," 	2,093 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231070,"Rahat, Harrat",Saudi Arabia,Inactive,C,,,,,Volcanic field,Eruption observed,1256 C.E.,Middle East and Indian Ocean,Middle East (southern),23.080,39.780," 	1,744 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231071,"Kishb, Harrat",Saudi Arabia,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (southern),22.800,41.380," 	1,475 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231072,"Birk, Harrat al",Saudi Arabia,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (southern),18.370,41.630, 	587 ,Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231080,"Yar, Jabal",Saudi Arabia,Inactive,C,,,,,Volcanic field,Eruption observed,1810 C.E.,Middle East and Indian Ocean,Middle East (southern),17.050,42.830, 	305 ,Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231090,"Arhab, Harra of",Yemen,Inactive,C,,,,,Volcanic field,Eruption observed,500 C.E.,Middle East and Indian Ocean,Middle East (southern),15.630,44.080," 	3,100 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231100,"Marha, Jabal el-",Yemen,Inactive,C,,,,,Tuff cone,Evidence uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.245,44.236," 	2,506 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231110,"Haylan, Jabal",Yemen,Inactive,C,,,,,Volcanic field,Eruption dated,1200 B.C.E.,Middle East and Indian Ocean,Middle East (southern),15.400,45.100," 	1,550 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231120,"Dhamar, Harras of",Yemen,Inactive,C,,,,,Volcanic field,Eruption observed,1937 C.E.,Middle East and Indian Ocean,Middle East (southern),14.570,44.670," 	3,500 ",Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231160,"Sawad, Harra Es-",Yemen,Inactive,C,,,,,Volcanic field,Eruption observed,1253 C.E.,Middle East and Indian Ocean,Middle East (southern),13.580,46.120," 	1,737 ",Trachybasalt/Tephrite basanite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231170,Balhaf-Bir Ali Volcanic Field,Yemen,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (southern),14.067,48.300, 	604 ,Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
231180,Bir Borhut,Yemen,Inactive,C,,,,,Volcanic field,Evidence uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.515,50.935, 	464 ,Basalt/Picro-basalt,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
232001,Sahand,Iran,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (western),37.750,46.430," 	3,707 ",Andesite/Basaltic andesite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
232002,Sabalan,Iran,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Middle East and Indian Ocean,Middle East (western),38.268,47.835," 	4,784 ",Andesite/Basaltic andesite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
232010,Damavand,Iran,Quiescent,B1,,Def,,,Stratovolcano,Eruption dated,5350 B.C.E.,Middle East and Indian Ocean,Middle East (western),35.951,52.109," 	5,670 ",Trachyandesite/Basaltic trachyandesite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
232030,Bazman,Iran,Inactive,C,,,,,Stratovolcano,Unrest / Holocene,Unknown,Middle East and Indian Ocean,Middle East (eastern),28.070,60.000," 	3,490 ",Andesite/Basaltic andesite,Intraplate/Continental crust (>25 km),,,,,,,,,,,,,,,,,
